Assay	term	Sum Sq	Mean Sq	NumDF	DenDF	F value	Pr(>F)	adj.p.value
IL8	Day	36.38826169575069	18.194130847875346	2	1061.838359515977	30.28411136496583	1.61884114769845e-13	2.854272549889372e-13
IL8	Allocation	0.44435650204029653	0.44435650204029653	1	579.8936780499656	0.7396309230735507	0.39013453465187975	0.7355507941247581
IL8	DEXcorrected	0.20411960412601374	0.20411960412601374	1	577.6354276420553	0.3397568630681143	0.5601970733827275	0.6471242054593577
IL8	cbmi	2.4778597395273514	2.4778597395273514	1	571.2779321809976	4.124394890090309	0.042731697435853123	0.12447929253052867
IL8	Age	3.4745976811794557	3.4745976811794557	1	573.6563823595159	5.783464129454611	0.016493391616046977	0.0315730639507185
IL8	Gender	2.065340280810136	2.065340280810136	1	577.379619250451	3.4377566916260798	0.06423190407794584	0.11325098876900976
IL8	Day:Allocation	0.47102397032116466	0.23551198516058233	2	1061.743424326821	0.3920094477731064	0.6757954861385836	0.8610813334248785
VEGFA	Day	0.8317126358138985	0.41585631790694927	2	1037.14514309675	1.2206462610361215	0.2954629302964786	0.30455409738252404
VEGFA	Allocation	0.1987149401649194	0.1987149401649194	1	581.9117126621634	0.5832799413633054	0.4453390880929633	0.7355507941247581
VEGFA	DEXcorrected	1.2487321365506612	1.2487321365506612	1	579.9616323746005	3.6653530267087966	0.056046591638217784	0.0938780409940148
VEGFA	cbmi	7.008971411400152e-5	7.008971411400152e-5	1	576.3860043106996	2.0573150818280968e-4	0.9885610231811945	0.9929956725109066
VEGFA	Age	0.10234855419518847	0.10234855419518847	1	578.298036265211	0.3004195791219503	0.583831006036172	0.6519446234070587
VEGFA	Gender	0.2715896059242308	0.2715896059242308	1	580.6630010279971	0.7971860056767606	0.37230591227473264	0.47065087023409596
VEGFA	Day:Allocation	1.3214767183401297	0.6607383591700648	2	1037.0860529173665	1.9394386303986555	0.14430578349360929	0.5069440391868206
CD8A	Day	19.373084285503193	9.686542142751597	2	1040.668505764362	21.91104102190197	4.775920168327511e-10	7.110814472843183e-10
CD8A	Allocation	0.002018561362263684	0.002018561362263684	1	574.62836800161	0.004566003034104604	0.9461496857646168	0.9711668994838137
CD8A	DEXcorrected	7.488528289147979	7.488528289147979	1	572.4087170522504	16.93911492038222	4.427357524194585e-5	1.9775530274735811e-4
CD8A	cbmi	0.35804402407110497	0.35804402407110497	1	567.6604378716222	0.809898639107177	0.36853182708617527	0.574224009645901
CD8A	Age	1.7225567120510026	1.7225567120510026	1	569.8888081492491	3.8964379883016407	0.048871120338907434	0.07614802471411158
CD8A	Gender	2.871561876413088	2.871561876413088	1	572.8801538993283	6.495497479262912	0.01107452096286244	0.026499746589706552
CD8A	Day:Allocation	0.4459694071171147	0.22298470355855735	2	1040.59094563567	0.5043933030926052	0.6040193939300755	0.8610489232620225
MCP-3	Day	74.35020563621408	37.17510281810704	2	1036.8247678181763	94.8279066824378	1.510296159321418e-38	5.952343686737353e-38
MCP-3	Allocation	2.452069140038322	2.452069140038322	1	573.5538414446315	6.254847087529311	0.012663148625080084	0.2086074046332301
MCP-3	DEXcorrected	2.9766601902216365	2.9766601902216365	1	571.3862397086953	7.59299728435931	0.006046477760552318	0.013503800331900177
MCP-3	cbmi	0.10282144885231383	0.10282144885231383	1	566.9408372025277	0.2622815276242121	0.6087564681661646	0.7695600635308117
MCP-3	Age	2.1431281766785917	2.1431281766785917	1	569.1023892035424	5.46678672930511	0.019726667352419465	0.03671351979478067
MCP-3	Gender	7.974497648842749	7.974497648842749	1	571.9388346206905	20.34170349396994	7.862959653617634e-6	6.58522870990477e-5
MCP-3	Day:Allocation	1.0835726921933229	0.5417863460966614	2	1036.7514200545506	1.3820127228928334	0.25153484835649786	0.6241790681439021
CDCP1	Day	47.08722406225498	23.54361203112749	2	1031.5986510201658	75.65752818565922	2.1862628573359163e-31	6.103317143396099e-31
CDCP1	Allocation	0.13097418175739042	0.13097418175739042	1	576.4555486583288	0.42088626141147273	0.5167535086272627	0.76938855728948
CDCP1	DEXcorrected	2.7804334721652784	2.7804334721652784	1	574.5204550661164	8.934938424510761	0.002917320694807555	0.0069778344013935395
CDCP1	cbmi	3.1828557591008924	3.1828557591008924	1	570.9814255235922	10.228124681407749	0.0014597559710883257	0.016933547731578423
CDCP1	Age	10.237352288283725	10.237352288283725	1	572.8779312214605	32.897788507274214	1.5737204690262123e-8	1.3179908928094527e-7
CDCP1	Gender	0.06916540699659436	0.06916540699659436	1	575.2207244920877	0.22226342000534693	0.6374994497734782	0.711874385580384
CDCP1	Day:Allocation	1.5858268218128222	0.7929134109064111	2	1031.539652572719	2.548031655258554	0.07872784676506926	0.3328881899713783
CD244	Day	8.714400074268724	4.357200037134362	2	1041.0273975847242	11.456659557041398	1.197849746848085e-5	1.5433833276696483e-5
CD244	Allocation	1.1997249215665828	1.1997249215665828	1	578.550556021414	3.154512042446007	0.07624282646004019	0.3929437979094379
CD244	DEXcorrected	18.276812560435	18.276812560435	1	576.3898447974825	48.056370492109444	1.1133546682670767e-11	1.243246046231569e-10
CD244	cbmi	7.46239615412664	7.46239615412664	1	572.0040329274188	19.62134661915399	1.1314855635937693e-5	7.580953276078254e-4
CD244	Age	3.938593212456396	3.938593212456396	1	574.1553879375722	10.355990357161447	0.0013633070619188741	0.0033830212277246134
